TransactionID,CustomerID,Gender,Age,City,ProductCategory,Quantity,Price,PurchaseDate,PaymentMode,TotalAmount,Month,DayOfWeek,AgeGroup
T01546,C9914,0,0.8461538461538461,7,2,4,0.8359183673469388,2023-02-07,3,0.6712428036555417,2,Tuesday,3
T01547,C9312,0,0.2692307692307693,9,0,4,0.5218367346938776,2023-04-11,0,0.4234067394017473,4,Tuesday,1
T01548,C9316,2,0.7500000000000001,1,4,1,0.6673469387755102,2023-09-02,1,0.13120495994202666,9,Saturday,2
T01549,C1333,0,0.1923076923076924,8,3,3,0.0946938775510204,2023-03-01,3,0.06364990539071622,3,Wednesday,1
T01550,C7397,1,0.826923076923077,0,3,4,0.9126530612244899,2023-08-15,0,0.7317927452796007,8,Tuesday,3
T01551,C8702,1,0.03846153846153849,3,3,2,0.1853061224489796,2023-02-12,3,0.07669390877249486,2,Sunday,0
T01552,C1713,0,0.4423076923076924,8,3,5,0.9742857142857143,2023-09-01,1,0.9766496235758284,9,Friday,2
T01553,C7338,0,0.28846153846153855,8,6,2,0.7873469387755102,2023-04-12,2,0.3142235999838963,4,Wednesday,1
T01554,C7116,1,0.7884615384615384,1,4,1,0.4395918367346939,2023-02-21,0,0.08627561496034462,2,Tuesday,2
T01555,C5155,0,0.0,3,2,3,0.049999999999999996,2023-10-05,0,0.03719956519988728,10,Thursday,0
T01556,C1266,1,0.1923076923076924,7,1,2,0.053877551020408164,2023-10-29,2,0.024839969402955034,10,Sunday,1
T01557,C6850,2,0.0961538461538462,2,4,3,0.5651020408163265,2023-04-21,3,0.342042755344418,4,Friday,0
T01558,C2106,2,0.326923076923077,9,4,5,0.7044897959183674,2023-11-03,0,0.7105358508796651,11,Friday,1
T01559,C6649,1,0.9423076923076924,0,5,5,0.43612244897959185,2023-09-07,3,0.4458311526228914,9,Thursday,3
T01560,C4950,2,0.48076923076923084,1,3,5,0.3351020408163265,2023-06-03,1,0.34618946012319335,6,Saturday,2
T01561,C2698,2,0.42307692307692313,4,3,2,0.5591836734693878,2023-10-19,1,0.22420387294174485,10,Thursday,1
T01562,C6447,1,0.8076923076923078,1,6,4,0.09918367346938775,2023-01-05,0,0.08989894923306091,1,Thursday,2
T01563,C3185,0,0.48076923076923084,2,2,2,0.23285714285714285,2023-10-25,0,0.09545472845122589,10,Wednesday,2
T01564,C1726,2,0.48076923076923084,5,2,3,0.3414285714285714,2023-08-09,0,0.20967027658118284,8,Wednesday,2
T01565,C6772,0,0.7115384615384616,0,5,4,0.9144897959183673,2023-02-27,1,0.7332420789886872,2,Monday,2
T01566,C9945,0,0.23076923076923084,9,5,4,0.5510204081632653,2023-08-15,3,0.44643504166834413,8,Tuesday,1
T01567,C6546,2,0.6346153846153847,4,5,1,0.10408163265306122,2023-11-26,3,0.020089375578727003,11,Sunday,2
T01568,C3868,0,0.0,1,0,5,0.39387755102040817,2023-04-10,2,0.40416280848665403,4,Monday,0
T01569,C8612,0,0.9038461538461539,7,3,2,0.8251020408163265,2023-10-29,3,0.3291195297717299,10,Sunday,3
T01570,C8840,2,0.8653846153846155,8,3,1,0.12183673469387757,2023-11-22,1,0.023591932042352753,11,Wednesday,3
T01571,C3986,2,0.07692307692307698,7,1,3,0.9426530612244898,2023-11-11,2,0.5654817021619228,11,Saturday,0
T01572,C3209,0,0.0961538461538462,1,1,1,0.0589795918367347,2023-08-22,1,0.01119207697572366,8,Tuesday,0
T01573,C2033,0,0.6730769230769232,0,6,5,0.5781632653061225,2023-01-01,3,0.5859334111679214,1,Sunday,2
T01574,C8498,0,0.34615384615384615,7,2,1,0.11816326530612245,2023-05-09,3,0.022867265187809495,5,Tuesday,1
T01575,C1605,1,0.8846153846153847,3,1,5,0.6957142857142857,2023-07-28,1,0.7018801078948428,7,Friday,3
T01576,C5807,1,0.6730769230769232,2,2,4,1.0,2023-11-04,2,0.8007166150006039,11,Saturday,2
T01577,C4302,0,0.7115384615384616,6,5,1,0.1346938775510204,2023-05-19,3,0.02612826603325416,5,Friday,2
T01578,C1717,2,0.42307692307692313,9,4,3,0.9218367346938776,2023-09-10,3,0.5531623656346873,9,Sunday,1
T01579,C4268,1,0.42307692307692313,8,2,1,0.8004081632653062,2023-11-20,1,0.15745400378437135,11,Monday,1
T01580,C1686,1,1.0,5,6,3,0.2163265306122449,2023-04-01,1,0.1356334796086799,4,Saturday,3
T01581,C6170,0,0.326923076923077,4,3,3,0.45224489795918366,2023-06-18,1,0.2752526269173477,6,Sunday,1
T01582,C6080,1,0.2692307692307693,4,2,3,0.06959183673469388,2023-09-17,2,0.04879423487257942,9,Sunday,1
T01583,C9444,0,0.730769230769231,3,6,2,0.17387755102040817,2023-09-05,2,0.07218487056644793,9,Tuesday,2
T01584,C7524,2,0.23076923076923084,5,3,2,0.059387755102040814,2023-09-21,3,0.02701396996658481,9,Thursday,1
T01585,C9897,0,0.5576923076923077,3,4,3,0.830204081632653,2023-05-26,3,0.4989331293530336,5,Friday,2
T01586,C8756,2,0.48076923076923084,7,5,1,0.8485714285714285,2023-11-27,0,0.16695519143282742,11,Monday,2
T01587,C5150,1,0.6923076923076924,6,5,1,0.376530612244898,2023-06-03,0,0.07383550062401868,6,Saturday,2
T01588,C1599,1,0.0,5,1,4,0.5855102040816327,2023-05-16,1,0.4736503079834132,5,Tuesday,0
T01589,C4131,1,0.3076923076923077,5,5,2,0.7212244897959184,2023-09-30,1,0.288135593220339,9,Saturday,1
T01590,C5687,1,0.21153846153846156,4,1,4,0.7983673469387755,2023-05-08,0,0.6416119811586618,5,Monday,1
T01591,C6848,2,0.5000000000000001,0,2,1,0.5071428571428571,2023-06-24,1,0.0996014332300012,6,Saturday,2
T01592,C1783,1,0.6153846153846154,4,1,1,0.3806122448979592,2023-05-21,0,0.07464068601795563,5,Sunday,2
T01593,C6438,0,0.11538461538461542,2,6,2,0.03571428571428571,2023-12-14,0,0.017673819396916143,12,Thursday,0
T01594,C5476,2,0.6730769230769232,8,5,5,0.09244897959183673,2023-10-15,3,0.10684810177543379,10,Sunday,2
T01595,C3039,2,0.07692307692307698,4,3,3,0.04387755102040817,2023-09-15,2,0.033576230927170984,9,Friday,0
T01596,C7029,1,0.6153846153846154,3,1,5,0.3279591836734694,2023-06-08,2,0.339144087926245,6,Thursday,2
T01597,C8159,1,0.34615384615384615,1,0,4,0.893061224489796,2023-11-17,3,0.7163331857160111,11,Friday,1
T01598,C7553,2,0.40384615384615385,0,1,1,0.6340816326530613,2023-08-14,1,0.12464269898144047,8,Monday,1
T01599,C8204,0,0.13461538461538464,0,6,5,0.030204081632653063,2023-02-27,0,0.045452715487741054,2,Monday,0
T01600,C7334,0,0.980769230769231,1,6,3,0.9236734693877551,2023-04-04,3,0.5542493659165023,4,Tuesday,3
T01601,C6554,1,0.6153846153846154,1,0,5,0.8059183673469388,2023-09-07,1,0.8105801360763316,9,Thursday,2
T01602,C4060,1,0.3076923076923077,8,2,3,0.08714285714285713,2023-01-04,1,0.05918112645436612,1,Wednesday,1
T01603,C9129,1,0.6538461538461539,8,0,5,0.6471428571428571,2023-06-13,0,0.653971576955594,6,Tuesday,2
T01604,C9151,2,1.0,6,2,3,0.6306122448979592,2023-09-18,0,0.3808124320624824,9,Monday,3
T01605,C7018,0,0.9615384615384616,2,4,5,0.20918367346938777,2023-08-29,0,0.22198961310841822,8,Tuesday,3
T01606,C9507,2,0.6923076923076924,4,1,1,0.7183673469387755,2023-09-11,2,0.14126977736623858,9,Monday,2
T01607,C5369,2,0.3076923076923077,9,4,1,0.713469387755102,2023-03-25,0,0.14030355489351426,3,Saturday,1
T01608,C2353,0,0.8461538461538461,2,1,2,0.9185714285714286,2023-04-02,3,0.36599702081404245,4,Sunday,3
T01609,C7955,2,0.5384615384615385,6,1,3,0.23020408163265307,2023-02-03,1,0.14384637062683683,2,Friday,2
T01610,C2293,1,0.46153846153846156,7,2,4,0.19306122448979593,2023-08-10,2,0.1639760054752607,8,Thursday,2
T01611,C8055,2,0.6923076923076924,0,2,2,0.7320408163265306,2023-12-11,1,0.29240307580820485,12,Monday,2
T01612,C3956,2,0.576923076923077,8,1,3,0.19714285714285715,2023-06-05,1,0.12428036555416884,6,Monday,2
T01613,C9937,0,0.9423076923076924,3,6,5,0.6146938775510205,2023-02-18,1,0.6219654575466002,2,Saturday,3
T01614,C5813,2,0.28846153846153855,8,6,5,0.5879591836734693,2023-08-15,2,0.5955956358951648,8,Tuesday,1
T01615,C6262,2,0.9230769230769232,5,1,5,0.3236734693877551,2023-06-25,1,0.334916864608076,6,Sunday,3
T01616,C2680,1,0.40384615384615385,1,1,4,0.573469387755102,2023-11-23,2,0.46414912033495714,11,Thursday,1
T01617,C2311,2,0.9423076923076924,1,2,4,0.7297959183673469,2023-12-18,0,0.5875035226860985,12,Monday,3
T01618,C6372,1,0.5576923076923077,8,1,5,0.09673469387755101,2023-10-03,2,0.11107532509360281,10,Tuesday,2
T01619,C5843,0,0.826923076923077,0,6,2,0.39816326530612245,2023-04-04,0,0.1606747453601192,4,Tuesday,3
T01620,C6021,2,0.5576923076923077,5,2,3,0.3877551020408163,2023-04-10,3,0.23708683924473611,4,Monday,2
T01621,C8305,0,0.7115384615384616,3,6,1,0.1536734693877551,2023-02-25,0,0.029872378115060993,2,Saturday,2
T01622,C7981,1,0.019230769230769273,3,2,5,0.9838775510204081,2023-04-29,0,0.9861105519545876,4,Saturday,0
T01623,C3730,0,0.576923076923077,4,3,2,0.01673469387755102,2023-04-20,3,0.01018559523330247,4,Thursday,2
T01624,C8272,1,0.13461538461538464,0,0,2,0.3795918367346939,2023-06-07,3,0.1533475582752929,6,Wednesday,0
T01625,C6759,1,0.3076923076923077,7,2,2,0.6904081632653061,2023-09-14,3,0.27597729377189095,9,Thursday,1
T01626,C8325,1,0.07692307692307698,7,1,4,0.8963265306122449,2023-06-06,0,0.7189097789766093,6,Tuesday,0
T01627,C1693,1,0.46153846153846156,6,3,5,0.9495918367346939,2023-06-13,1,0.9522927654092355,6,Tuesday,2
T01628,C6776,2,0.7692307692307693,9,5,3,0.07653061224489796,2023-09-29,0,0.05290068038165788,9,Friday,2
T01629,C8126,1,0.9615384615384616,4,3,1,0.02489795918367347,2023-08-30,3,0.004468778936350095,8,Wednesday,3
T01630,C5498,1,0.2692307692307693,6,0,3,0.41775510204081634,2023-02-22,1,0.25484117718104593,2,Wednesday,1
T01631,C1939,2,0.826923076923077,4,5,2,0.09489795918367347,2023-12-17,0,0.04102419582108781,12,Sunday,3
T01632,C2229,0,0.8461538461538461,3,0,5,0.1279591836734694,2023-06-03,0,0.1418736664116913,6,Saturday,3
T01633,C7655,1,0.2692307692307693,6,4,4,0.0946938775510204,2023-11-09,0,0.08635613349973831,11,Thursday,1
T01634,C6952,0,0.980769230769231,4,1,4,0.21183673469387757,2023-04-18,1,0.17879141672370066,4,Tuesday,3
T01635,C9406,2,0.3846153846153847,3,6,2,0.7330612244897959,2023-10-20,3,0.2928056685051733,10,Friday,1
T01636,C3621,1,0.5000000000000001,4,4,4,0.30183673469387756,2023-12-11,1,0.24980876846893998,12,Monday,2
T01637,C1510,1,0.42307692307692313,9,0,3,0.47244897959183674,2023-03-21,0,0.2872096300173115,3,Tuesday,1
T01638,C3339,0,0.6346153846153847,4,1,4,0.0730612244897959,2023-06-15,0,0.06928620314827488,6,Thursday,2
T01639,C8179,2,0.6538461538461539,9,2,5,0.5251020408163265,2023-03-22,3,0.5335963605620194,3,Wednesday,2
T01640,C1570,1,0.0,4,3,3,0.5844897959183674,2023-04-09,2,0.3535166472080197,4,Sunday,0
T01641,C3068,0,0.8461538461538461,3,0,3,0.40816326530612246,2023-07-22,0,0.24916462015379046,7,Saturday,3
T01642,C2101,1,0.3076923076923077,0,5,4,0.4887755102040816,2023-03-29,2,0.39731873263818995,3,Wednesday,1
T01643,C4866,1,0.28846153846153855,7,5,5,0.21673469387755104,2023-03-22,3,0.22943757800233505,3,Wednesday,1
T01644,C7001,1,0.34615384615384615,0,1,2,0.6648979591836734,2023-11-09,1,0.26591247634767906,11,Thursday,1
T01645,C6933,2,0.0961538461538462,8,3,3,0.8002040816326531,2023-12-06,3,0.4811787914167237,12,Wednesday,0
T01646,C7272,2,0.48076923076923084,9,2,1,0.20448979591836736,2023-03-22,1,0.03989693626957607,3,Wednesday,2
T01647,C1530,1,0.826923076923077,1,1,3,0.12836734693877552,2023-06-16,2,0.08357824389065582,6,Friday,3
T01648,C3513,1,0.9038461538461539,4,3,4,0.12755102040816327,2023-09-22,3,0.11228310318450824,9,Friday,3
T01649,C8371,2,1.0,7,4,3,0.41816326530612247,2023-08-31,1,0.255082732799227,8,Thursday,3
T01650,C7077,0,0.40384615384615385,0,4,1,0.9087755102040816,2023-12-01,0,0.1788316759933975,12,Friday,1
T01651,C7095,1,0.07692307692307698,1,1,1,0.34408163265306124,2023-11-01,2,0.0674342767422199,11,Wednesday,0
T01652,C8273,0,0.6730769230769232,9,1,1,0.8273469387755102,2023-08-02,3,0.16276822738435526,8,Wednesday,2
T01653,C2259,2,0.21153846153846156,6,2,2,0.5967346938775511,2023-05-18,3,0.2390192841901848,5,Thursday,1
T01654,C3255,2,0.576923076923077,1,3,1,0.3681632653061224,2023-04-28,0,0.07218487056644793,4,Friday,2
T01655,C9674,0,0.3846153846153847,0,1,2,0.7414285714285714,2023-05-15,0,0.29610692862031485,5,Monday,1
T01656,C7012,2,0.42307692307692313,4,1,5,0.5059183673469387,2023-08-30,3,0.514674503804501,8,Wednesday,1
T01657,C7521,1,0.25,6,4,1,0.613265306122449,2023-06-05,3,0.120536253472362,6,Monday,1
T01658,C6150,0,0.6923076923076924,2,5,1,0.9218367346938776,2023-07-09,0,0.18140826925399575,7,Sunday,2
T01659,C5566,0,0.326923076923077,4,5,3,0.48918367346938774,2023-03-16,0,0.29711341036273603,3,Thursday,1
T01660,C5089,0,0.21153846153846156,6,6,5,0.40816326530612246,2023-06-06,2,0.41825355288055077,6,Tuesday,1
T01661,C2858,1,0.9038461538461539,1,3,4,0.8806122448979592,2023-06-20,3,0.7065099239099802,6,Tuesday,3
T01662,C1424,1,0.826923076923077,8,2,1,0.4471428571428571,2023-07-01,1,0.08776520793912798,7,Saturday,3
T01663,C4048,2,0.23076923076923084,7,5,4,0.5330612244897959,2023-06-11,3,0.4322637787350537,6,Sunday,1
T01664,C9176,0,0.5961538461538463,8,5,5,0.9051020408163265,2023-08-19,1,0.9084101614396716,8,Saturday,2
T01665,C9482,2,0.9038461538461539,2,0,2,0.8416326530612245,2023-06-07,3,0.33564153146261927,6,Wednesday,3
T01666,C7340,0,0.23076923076923084,1,1,4,0.17448979591836736,2023-08-06,1,0.14932163130560813,8,Sunday,1
T01667,C2929,2,0.28846153846153855,3,4,4,0.09020408163265306,2023-10-16,1,0.08281331776641572,10,Monday,1
T01668,C5288,0,0.9038461538461539,0,5,5,0.5793877551020408,2023-07-21,0,0.5871411892588269,7,Friday,3
T01669,C5264,1,0.28846153846153855,0,0,5,0.686734693877551,2023-08-02,1,0.6930230685615363,8,Wednesday,1
T01670,C8311,2,0.3076923076923077,9,0,1,0.8128571428571428,2023-01-03,2,0.15990981923587907,1,Tuesday,1
T01671,C4515,2,0.25,1,3,4,0.46755102040816326,2023-07-26,2,0.3805708764443013,7,Wednesday,1
T01672,C5678,2,0.2692307692307693,6,3,1,0.13102040816326532,2023-01-29,3,0.0254035991787109,1,Sunday,1
T01673,C9047,2,0.23076923076923084,4,1,5,0.34020408163265303,2023-07-29,2,0.3512218688352993,7,Saturday,1
T01674,C4279,0,0.28846153846153855,2,1,2,0.22918367346938778,2023-07-01,3,0.09400539474213937,7,Saturday,1
T01675,C3009,1,0.7500000000000001,7,6,1,0.8708163265306123,2023-11-27,2,0.17134345182978383,11,Monday,2
T01676,C3223,2,0.42307692307692313,1,4,4,0.3853061224489796,2023-03-13,2,0.3156729336929828,3,Monday,1
T01677,C2213,2,0.17307692307692313,7,1,5,0.509795918367347,2023-08-22,2,0.5184991344257015,8,Tuesday,1
T01678,C8406,1,0.9423076923076924,1,3,3,0.9242857142857143,2023-05-21,2,0.554611699343774,5,Sunday,3
T01679,C3828,0,0.11538461538461542,7,3,2,0.3522448979591837,2023-01-10,3,0.14255807399653772,1,Tuesday,0
T01680,C8292,0,0.13461538461538464,5,1,5,0.20510204081632655,2023-12-27,3,0.21796368613873346,12,Wednesday,0
T01681,C2438,2,0.0961538461538462,4,4,5,0.6224489795918368,2023-04-14,3,0.6296147187890012,4,Friday,0
T01682,C6236,2,0.826923076923077,3,4,1,0.23714285714285718,2023-04-17,0,0.046338419421071704,4,Monday,3
T01683,C6692,0,0.8076923076923078,9,4,5,0.05979591836734694,2023-12-05,3,0.07464068601795563,12,Tuesday,2
T01684,C2063,1,0.5961538461538463,5,4,4,0.39285714285714285,2023-05-12,2,0.32163130560811626,5,Friday,2
T01685,C9882,1,0.7500000000000001,0,1,2,0.7359183673469388,2023-05-31,1,0.29393292805668503,5,Wednesday,2
T01686,C5757,2,0.0,4,6,5,0.7585714285714286,2023-07-11,3,0.7638793832279883,7,Tuesday,0
T01687,C5914,1,0.9230769230769232,7,1,2,0.19081632653061226,2023-01-13,2,0.07886790933612464,1,Friday,3
T01688,C3580,2,0.6538461538461539,0,0,2,0.035510204081632656,2023-06-14,1,0.017593300857522445,6,Wednesday,2
T01689,C3852,2,0.03846153846153849,0,5,1,0.8340816326530612,2023-08-07,2,0.16409678328435123,8,Monday,0
T01690,C6922,0,0.576923076923077,2,2,3,0.0563265306122449,2023-07-15,2,0.04094367728169411,7,Saturday,2
T01691,C9335,2,0.4423076923076924,8,4,2,0.45183673469387753,2023-06-16,2,0.18185112122066108,6,Friday,2
T01692,C4673,1,0.7500000000000001,9,3,5,0.46469387755102043,2023-10-13,2,0.47401264141068483,10,Friday,2
T01693,C2988,1,0.3846153846153847,4,1,3,0.983265306122449,2023-10-14,0,0.5895164861709409,10,Saturday,1
T01694,C4292,2,0.5961538461538463,4,2,1,0.6422448979591837,2023-04-13,2,0.1262530697693144,4,Thursday,2
T01695,C3275,0,0.6923076923076924,6,0,4,0.5020408163265306,2023-04-21,2,0.40778614275937036,4,Friday,2
T01696,C4878,2,0.326923076923077,9,1,4,0.14122448979591837,2023-11-13,0,0.12307258746326342,11,Monday,1
T01697,C9094,1,0.5961538461538463,7,6,4,0.09979591836734694,2023-09-15,0,0.09038206046942308,9,Friday,2
T01698,C1430,2,0.21153846153846156,4,2,2,0.46653061224489795,2023-08-14,2,0.18764845605700714,8,Monday,1
T01699,C6912,2,0.9230769230769232,7,2,3,0.6418367346938776,2023-05-21,2,0.38745521156246227,5,Sunday,3
T01700,C7044,1,0.6153846153846154,1,5,1,0.8279591836734694,2023-02-24,0,0.16288900519344582,2,Friday,2
T01701,C8657,0,0.326923076923077,7,5,3,0.03142857142857143,2023-02-08,2,0.026208784572647855,2,Wednesday,1
T01702,C3126,1,0.48076923076923084,8,4,2,0.6395918367346939,2023-05-05,3,0.25592817746286084,5,Friday,2
T01703,C2412,0,0.2692307692307693,9,1,5,0.643061224489796,2023-03-24,2,0.6499456499859093,3,Friday,1
T01704,C2077,2,0.9230769230769232,8,3,1,0.7422448979591837,2023-06-16,2,0.14598011192076976,6,Friday,3
T01705,C6067,1,0.6923076923076924,8,4,3,0.07408163265306122,2023-09-03,3,0.05145134667257136,9,Sunday,2
T01706,C7523,1,0.15384615384615385,0,2,3,0.37510204081632653,2023-10-31,0,0.22959861508112245,10,Tuesday,1
T01707,C8842,0,0.05769230769230771,5,4,4,0.3438775510204082,2023-08-29,0,0.2829824066991425,8,Tuesday,0
T01708,C9612,0,0.6346153846153847,8,1,3,0.6340816326530613,2023-01-24,2,0.3828656548170216,1,Tuesday,2
T01709,C7730,1,0.980769230769231,9,2,3,0.3081632653061224,2023-12-04,0,0.1899834936994243,12,Monday,3
T01710,C7708,2,0.5192307692307693,5,0,2,0.7206122448979592,2023-07-19,2,0.28789403760215787,7,Wednesday,2
T01711,C2208,1,0.576923076923077,9,0,1,0.8902040816326531,2023-12-19,2,0.17516808245098436,12,Tuesday,2
T01712,C3053,2,0.6538461538461539,0,3,5,0.0873469387755102,2023-12-28,0,0.10181569306332783,12,Thursday,2
T01713,C6194,2,0.03846153846153849,3,6,4,0.51,2023-09-07,3,0.4140665888320786,9,Thursday,0
T01714,C2215,2,0.6153846153846154,0,2,2,0.05224489795918367,2023-05-08,0,0.02419582108780547,5,Monday,2
T01715,C8372,2,0.42307692307692313,0,0,3,0.9053061224489796,2023-05-24,1,0.5433793630983534,5,Wednesday,1
T01716,C8632,0,0.48076923076923084,4,0,5,0.5814285714285714,2023-11-07,2,0.5891541527436692,11,Tuesday,2
T01717,C9476,0,0.826923076923077,3,1,1,0.04326530612244898,2023-10-28,0,0.008092113209066387,10,Saturday,3
T01718,C6644,1,0.9423076923076924,5,0,4,0.5620408163265306,2023-07-12,0,0.45513104392286324,7,Wednesday,3
T01719,C3102,0,0.21153846153846156,8,6,5,0.4387755102040816,2023-01-31,2,0.4484480051531865,1,Tuesday,1
T01720,C3981,1,0.5576923076923077,9,5,4,0.9879591836734694,2023-02-21,0,0.7912154273521479,2,Tuesday,2
T01721,C3114,1,0.13461538461538464,4,4,1,0.36183673469387756,2023-01-29,3,0.07093683320584564,1,Sunday,0
T01722,C8088,2,0.8461538461538461,1,4,3,0.045714285714285714,2023-11-24,2,0.03466323120898587,11,Friday,3
T01723,C9238,1,0.6346153846153847,6,0,1,0.57,2023-06-25,0,0.1120012882966303,6,Sunday,2
T01724,C1907,0,0.5576923076923077,2,0,5,0.7255102040816327,2023-05-22,3,0.7312693747735416,5,Monday,2
T01725,C3034,0,0.3846153846153847,4,6,4,0.7146938775510204,2023-10-03,3,0.5755867788558315,10,Tuesday,1
T01726,C9488,1,0.8461538461538461,3,1,3,0.0953061224489796,2023-07-09,2,0.06401223881798784,7,Sunday,3
T01727,C3507,2,0.0,8,5,3,0.18244897959183676,2023-08-13,3,0.11558436329964974,8,Sunday,0
T01728,C5982,1,0.0,0,0,3,0.9248979591836735,2023-05-26,2,0.5549740327710455,5,Friday,0
T01729,C3697,1,0.826923076923077,2,0,1,0.6487755102040816,2023-02-26,0,0.12754136639961353,2,Sunday,3
T01730,C3653,0,0.25,1,5,1,0.4804081632653061,2023-08-30,2,0.09432746889971416,8,Wednesday,1
T01731,C6286,0,0.46153846153846156,0,5,3,0.8938775510204082,2023-03-10,1,0.536615805789283,3,Friday,2
T01732,C4694,2,0.7115384615384616,7,2,2,0.7748979591836734,2023-02-07,2,0.3093119690808809,2,Tuesday,2
T01733,C6669,0,0.11538461538461542,7,1,4,0.7085714285714286,2023-06-16,1,0.5707556664922099,6,Friday,0
T01734,C9501,1,0.3846153846153847,8,5,3,0.9571428571428572,2023-07-31,3,0.5740569266073513,7,Monday,1
T01735,C5653,0,0.4423076923076924,0,6,1,0.9500000000000001,2023-03-19,3,0.18696404847216072,3,Sunday,2
T01736,C2292,0,0.7500000000000001,0,6,1,0.8673469387755102,2023-03-19,1,0.1706590442449374,3,Sunday,2
T01737,C5105,0,0.3076923076923077,1,3,4,0.4346938775510204,2023-10-29,1,0.3546439067595314,10,Sunday,1
T01738,C4216,0,0.21153846153846156,9,0,4,0.27163265306122447,2023-06-03,0,0.22597528080840615,6,Saturday,1
T01739,C5496,2,0.6730769230769232,1,4,2,0.6373469387755102,2023-10-21,2,0.2550424735295302,10,Saturday,2
T01740,C3050,0,0.3076923076923077,6,4,1,0.7812244897959184,2023-04-13,3,0.1536696324328677,4,Thursday,1
T01741,C5961,1,0.28846153846153855,0,0,5,0.39816326530612245,2023-10-15,3,0.4083900318048231,10,Sunday,1
T01742,C9740,0,0.326923076923077,8,3,5,0.22040816326530613,2023-02-15,2,0.23306091227505135,2,Wednesday,1
T01743,C2530,2,0.576923076923077,3,6,2,0.02530612244897959,2023-08-13,3,0.013567373887837676,8,Sunday,2
T01744,C9234,2,0.7500000000000001,9,6,4,0.4691836734693878,2023-05-06,0,0.38185917307460043,5,Saturday,2
T01745,C3762,2,0.40384615384615385,6,1,1,0.4585714285714286,2023-06-17,2,0.09001972704215146,6,Saturday,1
T01746,C3526,1,0.4423076923076924,5,6,4,0.14285714285714288,2023-10-21,1,0.12436088409356254,10,Saturday,2
T01747,C3804,1,0.21153846153846156,8,0,1,0.41775510204081634,2023-10-07,3,0.08196787310278192,10,Saturday,1
T01748,C6531,0,0.5961538461538463,2,4,2,0.9073469387755102,2023-12-05,3,0.3615685011473892,12,Tuesday,2
T01749,C1674,1,0.5192307692307693,9,0,3,0.4944897959183674,2023-05-14,1,0.3002536333990901,5,Sunday,2
T01750,C1464,1,0.25,2,5,2,0.5642857142857143,2023-10-13,3,0.22621683642658724,10,Friday,1
T01751,C2330,0,0.5000000000000001,7,1,4,0.9546938775510204,2023-09-29,3,0.7649663835098032,9,Friday,2
T01752,C1744,1,0.8461538461538461,5,1,4,0.6595918367346939,2023-05-30,3,0.532106767583236,5,Tuesday,3
T01753,C5336,0,0.9230769230769232,7,0,3,0.06448979591836734,2023-12-20,2,0.04577478964531584,12,Wednesday,3
T01754,C4453,0,0.4423076923076924,4,4,3,0.4583673469387755,2023-01-12,1,0.278875961190064,1,Thursday,2
T01755,C7825,1,0.4423076923076924,3,1,3,0.6046938775510204,2023-03-13,0,0.3654736503079834,3,Monday,2
T01756,C1496,1,0.48076923076923084,7,3,4,0.44918367346938776,2023-02-04,0,0.3660775393534361,2,Saturday,2
T01757,C9159,0,0.326923076923077,6,5,2,0.4187755102040816,2023-12-25,1,0.16880711783888241,12,Monday,1
T01758,C9938,1,0.5384615384615385,8,2,5,0.02061224489795918,2023-12-31,2,0.03599178710898185,12,Sunday,2
T01759,C5745,0,0.21153846153846156,5,2,3,0.20775510204081635,2023-06-10,1,0.1305608116268771,6,Saturday,1
T01760,C5949,1,0.6923076923076924,6,6,1,0.513061224489796,2023-07-04,1,0.1007689520512098,7,Tuesday,2
T01761,C8912,2,0.15384615384615385,8,5,4,0.950204081632653,2023-08-17,1,0.7614235677764806,8,Thursday,1
T01762,C5012,1,0.6923076923076924,3,4,4,0.536530612244898,2023-04-20,2,0.4350014090744394,4,Thursday,2
T01763,C7653,2,0.826923076923077,9,0,2,0.4420408163265306,2023-04-05,1,0.17798623132976368,4,Wednesday,3
T01764,C5873,1,0.2692307692307693,6,0,2,0.2987755102040816,2023-06-14,2,0.12146221667538952,6,Wednesday,1
T01765,C8430,0,1.0,0,0,3,0.7418367346938776,2023-08-28,0,0.4466363380168284,8,Monday,3
T01766,C2195,2,0.11538461538461542,7,3,4,0.7734693877551021,2023-04-27,1,0.6219654575466002,4,Thursday,0
T01767,C1981,2,0.8846153846153847,8,6,1,0.02877551020408163,2023-08-24,3,0.0052337050605902,8,Thursday,3
T01768,C3589,0,0.326923076923077,6,6,3,0.7353061224489796,2023-07-05,0,0.442771448125931,7,Wednesday,1
T01769,C8202,2,0.980769230769231,6,5,2,0.014693877551020411,2023-06-20,1,0.009380409839365514,6,Tuesday,3
T01770,C7809,1,0.28846153846153855,1,3,1,0.779795918367347,2023-04-12,1,0.15338781754498976,4,Wednesday,1
T01771,C8933,0,0.6730769230769232,5,2,2,0.06183673469387755,2023-12-13,1,0.027980192439309153,12,Wednesday,2
T01772,C8609,2,0.5192307692307693,3,6,3,0.5995918367346939,2023-12-27,1,0.36245420508071985,12,Wednesday,2
T01773,C4342,1,0.46153846153846156,5,6,1,0.8026530612244898,2023-05-13,2,0.15789685575103668,5,Saturday,2
T01774,C6573,2,0.23076923076923084,4,5,2,0.9304081632653062,2023-05-11,2,0.37066709609887677,5,Thursday,1
T01775,C3353,0,0.17307692307692313,1,6,4,0.3640816326530612,2023-11-06,2,0.29892507749909414,11,Monday,1
